protocol_type,service,flag,src_bytes,dst_bytes,num_failed_logins,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,class
tcp,Z39_50,S0,0,0,0,0,1,1,0.09,0.05,0.05,0.07,anomaly
tcp,ctf,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.08,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,231,5280,0,1,0,0,1,0,1,0,normal
tcp,http,SF,349,1719,0,1,0,0,1,0,1,0,normal
udp,other,SF,146,105,0,0,0,0,1,0,0.01,0.44,normal
udp,other,SF,146,105,0,0,0,0,1,0,0,0.86,normal
tcp,http,SF,232,14236,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,567,0,0,0,0,0,1,0,0.49,0.02,normal
tcp,private,REJ,0,0,0,0,0,0,0.06,0.05,0.07,0.07,anomaly
tcp,http,SF,306,8521,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,30,0,0,0,0,0,1,0,1,0,normal
tcp,smtp,SF,1029,327,0,1,0,0,1,0,0.33,0.05,normal
tcp,http,SF,299,3162,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,12,0,0,1,0,0,1,0,0.47,0.05,normal
tcp,private,REJ,0,0,0,0,0.07,0,0,1,0,1,anomaly
udp,domain_u,SF,45,45,0,0,0,0,1,0,0.9,0.01,normal
tcp,smtp,SF,1036,337,0,1,0,0,1,0,0.8,0.03,normal
tcp,daytime,S0,0,0,0,0,1,1,0.11,0.06,0.05,0.07,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.07,0.05,0.07,0.05,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,0.87,0.03,normal
tcp,ctf,S0,0,0,0,0,1,1,0.05,0.06,0.04,0.08,anomaly
tcp,http,SF,250,273,0,1,0,0,1,0,0.98,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0.01,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.07,0.04,0.18,0.09,anomaly
tcp,printer,S0,0,0,0,0,1,1,0.09,0.05,0.04,0.05,anomaly
tcp,Z39_50,S0,0,0,0,0,1,1,0.04,0.08,0.02,0.07,anomaly
tcp,ftp_data,SF,12324,0,0,0,0,0,1,0,0.11,0.07,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0.26,0.12,anomaly
tcp,ftp_data,SF,334,0,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,193,2969,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,name,S0,0,0,0,0,1,1,0.09,0.06,0.07,0.07,anomaly
tcp,http,SF,256,466,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.08,0.08,0.09,anomaly
tcp,echo,S0,0,0,0,0,1,1,0.03,0.06,0.04,0.08,anomaly
tcp,http,SF,308,593,0,1,0,0,1,0,1,0,normal
tcp,http,SF,227,45024,0,1,0,0,1,0,1,0,normal
tcp,http,SF,166,27660,0,1,0,0,1,0,1,0,normal
tcp,bgp,S0,0,0,0,0,1,1,0.05,0.06,0.06,0.07,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.07,anomaly
icmp,ecr_i,SF,30,0,0,0,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,1,1,0.27,0.36,0.23,0.04,anomaly
tcp,http,SF,220,314,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,45,0,0,0,0,1,0,1,0,normal
tcp,smtp,S0,0,0,0,0,0.5,0.5,1,0,0.52,0.1,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,0.98,1,0.47,0.08,0.04,0.06,anomaly
tcp,http,SF,189,4766,0,1,0,0,1,0,1,0,normal
tcp,other,RSTR,1,0,0,0,0,0,1,0,0.01,0.73,anomaly
tcp,whois,S0,0,0,0,0,1,1,0.01,0.08,0,0.07,anomaly
tcp,smtp,SF,845,384,0,1,0,0,1,0,0.24,0.51,normal
tcp,domain,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.08,anomaly
tcp,http,SF,214,1047,0,1,0,0,1,0,1,0,normal
tcp,http,SF,210,955,0,1,0,0,1,0,1,0,normal
tcp,uucp,S0,0,0,0,0,1,1,0.13,0.07,0.06,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.13,0.07,0.11,0.07,anomaly
tcp,http,SF,222,613,0,1,0,0,1,0,1,0,normal
tcp,netbios_ns,REJ,0,0,0,0,0,0,0.04,0.06,0.02,0.08,anomaly
tcp,http,SF,246,1484,0,1,0,0,1,0,1,0,normal
tcp,smtp,S0,0,0,0,0,1,1,0.19,0.06,0.05,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0.05,0.07,0.03,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.33,0.13,0.06,0.08,anomaly
tcp,smtp,SF,4018,324,0,1,0,0,0.5,1,0.38,0.24,normal
tcp,auth,REJ,0,0,0,0,0,0,1,0,0.05,0.04,normal
tcp,http,SF,227,484,0,1,0,0,1,0,1,0,normal
tcp,echo,RSTO,0,0,0,0,0,0,0.04,0.06,0.03,0.06,anomaly
tcp,ftp_data,SF,7045,0,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,239,775,0,1,0,0,1,0,1,0,normal
tcp,http,SF,226,1125,0,1,0,0,1,0,1,0,normal
tcp,http,SF,296,449,0,1,0,0,1,0,1,0,normal
tcp,netbios_ssn,REJ,0,0,0,0,0,0,0.06,0.06,0.06,0.07,anomaly
udp,domain_u,SF,43,73,0,0,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.03,0.08,0.02,0.08,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,43,132,0,0,0,0,1,0,0.94,0.01,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,323,601,0,1,0,0,1,0,1,0,normal
tcp,http,SF,338,392,0,1,0,0,1,0,1,0,normal
tcp,klogin,S0,0,0,0,0,1,1,0.11,0.05,0.07,0.06,anomaly
tcp,http,SF,286,915,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,64,0,0,0,0,0,1,0,0.05,0.16,normal
tcp,telnet,S0,0,0,0,0,1,1,0.33,0.05,0.28,0.02,anomaly
tcp,private,S0,0,0,0,0,1,1,0.1,0.07,0.07,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,ssh,REJ,0,0,0,0,0,0,0.07,0.07,0.06,0.07,anomaly
tcp,http,SF,209,2649,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,smtp,SF,16711,368,0,1,0,0,1,0,0.9,0.04,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0.02,0.06,anomaly
udp,domain_u,SF,49,115,0,0,0,0,1,0,0.92,0.02,normal
udp,domain_u,SF,45,76,0,0,0,0,1,0.01,0.96,0.01,normal
tcp,nnsp,S0,0,0,0,0,1,1,0.18,0.05,0.05,0.05,anomaly
tcp,finger,SF,6,135,0,0,0,0,1,0,0.07,0.03,normal
tcp,http,SF,385,361,0,1,0,0,1,0,1,0,normal
tcp,kshell,S0,0,0,0,0,1,1,0.15,0.05,0.07,0.05,anomaly
tcp,ftp,SF,246,772,0,1,0,0,0.5,1,0.18,0.03,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,312,575,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,1498,4152,0,1,0,0,0.5,1,0.13,0.04,normal
tcp,private,SH,0,0,0,0,1,1,1,0,0.01,0.94,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,44,132,0,0,0,0,1,0,1,0.01,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,42,42,0,0,0,0,1,0,0.95,0.01,normal
udp,private,SF,28,0,0,0,0.72,0,0.28,0.05,0.15,0.85,anomaly
tcp,http,SF,163,1510,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,802,327,0,1,0,0,1,0,0.95,0.03,normal
tcp,telnet,S0,0,0,0,0,1,1,0.21,0.26,0.05,0.08,anomaly
tcp,ftp_data,SF,245,0,0,1,0,0,1,0,0.29,0.03,normal
tcp,private,REJ,0,0,0,0,0,0,0.04,0.07,0.05,0.09,anomaly
tcp,private,S0,0,0,0,0,1,1,0.03,0.08,0.02,0.07,anomaly
udp,private,SF,1,0,0,0,0,0,0.15,0.12,0.22,0.25,anomaly
tcp,login,S0,0,0,0,0,1,1,0.12,0.06,0.06,0.07,anomaly
tcp,http,SF,249,1875,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,15,0,0,1,0,0,1,0,0.41,0.14,normal
tcp,http,SF,172,3748,0,1,0,0,1,0,1,0,normal
tcp,http,SF,213,122,0,1,0,0,1,0,1,0,normal
tcp,http,SF,341,1229,0,1,0,0,1,0,1,0,normal
tcp,domain,REJ,0,0,0,0,0,0,0.04,0.07,0.04,0.08,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.09,0.07,0.11,0.09,anomaly
tcp,ftp_data,SF,4189,0,0,0,0,0,1,0,0.2,0.08,normal
udp,domain_u,SF,111,34,0,0,0,0,0.5,1,0.71,0.05,normal
tcp,finger,S0,0,0,0,0,1,1,0.29,0.11,0.25,0.02,anomaly
tcp,uucp,S0,0,0,0,0,1,1,0.14,0.06,0.07,0.06,anomaly
tcp,http,SF,202,1352,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.02,0.08,anomaly
tcp,name,S0,0,0,0,0,1,1,0.05,0.07,0.04,0.07,anomaly
tcp,http,SF,335,580,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.29,0.07,0.01,0.07,anomaly
tcp,http,SF,306,574,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,127,44,0,0,0,0,1,0.01,0.79,0.01,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0,0.07,anomaly
tcp,ctf,REJ,0,0,0,0,0,0,1,0,0.02,1,anomaly
tcp,http,SF,222,724,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,52,105,0,0,0,0,1,0,1,0,normal
tcp,nntp,RSTO,0,0,0,0,0,0,0.03,0.06,0.04,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,ftp_data,SF,5319,0,0,1,0,0,1,0,0.23,0.03,normal
tcp,http,SF,0,180,0,0,0.5,0.33,1,0,1,0,normal
tcp,bgp,S0,0,0,0,0,1,1,0.01,0.05,0.01,0.05,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,245,0,0,1,0,0,1,0,0.08,0.05,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,319,1338,0,1,0,0,1,0,1,0,normal
tcp,http,SF,282,1828,0,1,0,0,1,0,1,0,normal
tcp,http,SF,270,10699,0,1,0,0,1,0,1,0,normal
tcp,http,SF,396,4037,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,2146,332,0,1,0,0,1,0,0.85,0.02,normal
udp,domain_u,SF,30,30,0,0,0,0,1,0,0.96,0.01,normal
tcp,ftp,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
tcp,other,REJ,0,0,0,0,0.44,0,0,1,0,1,anomaly
tcp,ftp,S0,0,0,0,0,1,1,0.07,0.05,0.07,0.05,anomaly
tcp,http,SF,374,6410,0,1,0,0,1,0,1,0,normal
tcp,efs,S0,0,0,0,0,1,1,0.13,0.05,0.07,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0.18,0.05,0.07,0.07,anomaly
tcp,ftp_data,SF,334,0,0,1,0,0,1,0,0.93,0.13,anomaly
tcp,http,SF,334,2488,0,1,0,0,1,0,1,0,normal
tcp,nnsp,REJ,0,0,0,0,0,0,0.15,0.07,0.07,0.07,anomaly
tcp,http,SF,342,453,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.01,0.08,anomaly
tcp,gopher,S0,0,0,0,0,1,1,0.06,0.06,0.07,0.06,anomaly
tcp,daytime,S0,0,0,0,0,1,1,0.05,0.07,0.03,0.06,anomaly
tcp,http,SF,244,9737,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,12165,0,0,0,0,0,1,0,0.19,0.02,normal
tcp,http,SF,273,5320,0,1,0,0,1,0,1,0,normal
tcp,finger,S0,0,0,0,0,1,1,0.27,0.15,0.11,0.07,anomaly
tcp,http,S0,0,0,0,0,1,1,1,0,1,0,normal
tcp,hostnames,S0,0,0,0,0,1,1,0.07,0.06,0.07,0.07,anomaly
tcp,http,SF,235,128,0,1,0,0,1,0,1,0,normal
tcp,ssh,S0,0,0,0,0,1,1,0.1,0.05,0.09,0.05,anomaly
tcp,http,SF,271,732,0,1,0,0,1,0,1,0,normal
tcp,daytime,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,other,REJ,0,0,0,0,0.1,0,0,1,0,1,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.04,0.07,0.04,0.07,anomaly
udp,other,SF,146,105,0,0,0,0,0.67,0.67,0.01,0.64,normal
tcp,smtp,SF,848,330,0,1,0,0,1,0,0.51,0.02,normal
udp,domain_u,SF,45,133,0,0,0,0,1,0,1,0.01,normal
tcp,auth,S0,0,0,0,0,1,1,0.04,0.06,0.05,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.12,0.05,0.05,0.07,anomaly
tcp,http,SF,334,382,0,1,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,1,1,1,0,0,0.07,anomaly
tcp,finger,RSTO,0,0,0,0,0,0,0.02,0.07,0.02,0.07,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,smtp,SF,2931,326,0,1,0,0,0.5,1,0.5,0.05,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.8,anomaly
tcp,http,SF,289,901,0,1,0,0,1,0,1,0,normal
tcp,http,SF,274,2592,0,1,0,0,1,0,1,0,normal
tcp,http,SF,217,1856,0,1,0,0,1,0,1,0,normal
tcp,http,SF,303,2991,0,1,0,0,1,0,1,0,normal
tcp,http,SF,205,649,0,1,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,0.5,0.11,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,227,717,0,1,0,0,1,0,1,0,normal
tcp,http,S1,322,10220,0,1,0.2,0.2,1,0,1,0,normal
tcp,http,SF,229,7149,0,1,0,0,1,0,1,0,normal
tcp,uucp_path,S0,0,0,0,0,1,1,0.05,0.06,0.01,0.08,anomaly
udp,domain_u,SF,71,44,0,0,0,0,1,0,0.65,0.01,normal
udp,private,SF,1,0,0,0,0,0,0.22,0.28,0.16,0.47,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,telnet,SF,4866,72771,0,1,0,0,1,0,0.13,0.34,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,161,6684,0,1,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,1,1,0.05,0.06,0.06,0.08,anomaly
udp,domain_u,SF,45,117,0,0,0,0,1,0,1,0,normal
tcp,efs,S0,0,0,0,0,1,1,0.03,0.06,0.01,0.06,anomaly
tcp,http,SF,272,822,0,1,0,0,1,0,1,0,normal
tcp,http,SF,307,1492,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,1500,4152,0,1,0,0,1,0,0.24,0.02,normal
tcp,http,SF,312,396,0,1,0,0,1,0,1,0,normal
tcp,http,SF,233,275,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.16,0.1,0.03,0.08,anomaly
tcp,netbios_dgm,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.07,anomaly
tcp,auth,S0,0,0,0,0,1,1,0.36,0.36,0.02,0.08,anomaly
tcp,http,SF,336,354,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.67,0.67,0.27,0.05,anomaly
tcp,http,SF,335,2370,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1478,387,0,1,0,0,1,0,0.19,0.07,normal
tcp,private,REJ,0,0,0,0,0,0,0.13,0.06,0.04,0.06,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.09,0.05,0.08,0.06,anomaly
tcp,ftp_data,SF,641,0,0,1,0,0,1,0,0.71,0.43,normal
tcp,ldap,S0,0,0,0,0,1,1,0.12,0.06,0.06,0.07,anomaly
tcp,auth,SF,14,37,0,0,0,0,1,0,0.05,0.04,normal
udp,domain_u,SF,44,132,0,0,0,0,1,0,0.98,0.01,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.88,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.33,0.25,0.25,0.02,anomaly
tcp,http,SF,222,7208,0,1,0.5,0.5,1,0,1,0,normal
icmp,ecr_i,SF,30,0,0,0,0,0,1,0,1,0,normal
tcp,supdup,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.06,anomaly
tcp,http,SF,320,2367,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.07,0.06,anomaly
tcp,http,SF,295,1408,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.13,0.07,0.03,0.07,anomaly
tcp,http,SF,260,7334,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,73,0,0,0,0,1,0.01,1,0.01,normal
tcp,discard,RSTO,0,0,0,0,0,0,0.01,0.07,0.01,0.08,anomaly
tcp,ftp_data,SF,748,0,0,0,0,0,1,0,0.05,0.03,normal
udp,private,SF,207,0,0,0,0,0,1,0,0.83,0.02,anomaly
tcp,http,SF,253,1721,0,1,0,0,1,0,1,0,normal
tcp,ssh,S0,0,0,0,0,1,1,0.07,0.06,0.06,0.06,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.03,0.05,0.03,0.05,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.09,anomaly
tcp,private,REJ,0,0,0,0,0.11,0,0,1,0,1,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.12,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0.44,0.19,0.03,0.07,anomaly
udp,domain_u,SF,46,46,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,44,44,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,189,9345,0,1,0,0,1,0,1,0,normal
tcp,http,SF,160,10210,0,1,0,0,1,0,1,0,normal
tcp,IRC,S1,37681,40396,0,1,1,1,1,0,0.18,0.02,normal
tcp,smtp,SF,1162,333,0,1,0,0,1,0,0.95,0.1,normal
tcp,http,SF,323,343,0,1,0,0,1,0,1,0,normal
tcp,auth,SF,10,36,0,1,0,0,0.5,1,0.06,0.04,normal
tcp,ftp_data,SF,12,0,0,1,0,0,1,0,0.27,0.07,normal
tcp,uucp,S0,0,0,0,0,1,1,1,0,0.01,0.08,anomaly
udp,domain_u,SF,75,43,0,0,0,0,1,0,0.65,0.01,normal
tcp,http,SF,306,309,0,1,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.1,0.01,anomaly
tcp,http,SF,325,856,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,discard,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
tcp,http,SF,176,925,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,1342,0,0,1,0,0,1,0,0.28,0.04,normal
tcp,http,SF,248,12635,0,1,0,0,1,0,0.89,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.2,0.07,0.09,0.07,anomaly
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.76,anomaly
tcp,auth,S0,0,0,0,0,1,1,0.03,0.05,0.02,0.07,anomaly
tcp,http,SF,218,281,0,1,0,0,1,0,1,0,normal
tcp,ctf,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,vmnet,S0,0,0,0,0,1,1,0.04,0.07,0.04,0.07,anomaly
tcp,http,SF,263,5264,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.08,0.05,0.07,0.05,anomaly
tcp,auth,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.07,anomaly
tcp,login,S0,0,0,0,0,1,1,0.07,0.08,0.02,0.06,anomaly
udp,domain_u,SF,42,125,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,244,402,0,1,0,0,1,0,1,0,normal
tcp,http,SF,243,281,0,1,0,0,1,0,1,0,normal
tcp,http,SF,291,574,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.06,0.07,0.05,0.08,anomaly
tcp,smtp,SF,932,327,0,1,0,0,1,0,0.75,0.25,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,259,459,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,374,1861,0,1,0,0,1,0,1,0,normal
tcp,ctf,S0,0,0,0,0,1,1,0.14,0.07,0.09,0.07,anomaly
tcp,http,SF,277,13083,0,1,0,0,1,0,1,0,normal
tcp,auth,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,systat,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,other,REJ,0,0,0,0,0.14,0,0,1,0,1,anomaly
tcp,finger,SF,9,0,0,0,0,0,1,0,0.09,0.09,normal
udp,domain_u,SF,44,131,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,0.99,1,0.13,0.07,0.06,0.06,anomaly
tcp,http,SF,348,14642,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.06,0.06,0.07,0.07,anomaly
udp,domain_u,SF,45,45,0,0,0,0,1,0,1,0,normal
tcp,rje,S0,0,0,0,0,1,1,0.02,0.07,0.02,0.08,anomaly
tcp,other,REJ,0,0,0,0,0.06,0,0,1,0,1,anomaly
tcp,private,REJ,0,0,0,0,0.05,0,0,1,0,1,anomaly
tcp,http,SF,293,2530,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,261,392,0,1,0,0,1,0,1,0,normal
tcp,http,SF,164,4105,0,1,0.5,0.5,1,0,1,0,normal
tcp,ftp_data,SF,16115,0,0,1,0,0,1,0,1,0,normal
tcp,systat,S0,0,0,0,0,1,1,0.07,0.05,0.08,0.08,anomaly
udp,domain_u,SF,43,74,0,0,0,0,0.99,0.01,1,0.01,normal
tcp,private,REJ,0,0,0,0,0,0,0.5,1,0,0.39,anomaly
tcp,nnsp,S0,0,0,0,0,1,1,0.06,0.06,0.05,0.06,anomaly
tcp,telnet,SF,101,4427,0,0,0,0,1,0,0.03,0.06,normal
tcp,http,SF,294,2472,0,1,0,0,1,0,1,0,normal
tcp,http_443,S0,0,0,0,0,1,1,0.11,0.05,0.09,0.05,anomaly
tcp,http,SF,199,601,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0,0.06,0.06,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.21,0.04,0.09,0.04,anomaly
tcp,domain,S0,0,0,0,0,1,1,0.06,0.06,0.07,0.06,anomaly
tcp,http,S0,0,0,0,0,1,1,0.12,0.05,0.07,0.08,anomaly
udp,domain_u,SF,111,44,0,0,0,0,1,0,0.93,0.01,normal
tcp,ctf,S0,0,0,0,0,1,1,0.03,0.05,0.03,0.05,anomaly
tcp,http,SF,346,215,0,1,0,0,1,0,1,0,normal
tcp,http,SF,202,1320,0,1,0,0,1,0,1,0,normal
tcp,netstat,S0,0,0,0,0,1,1,0.15,0.05,0.08,0.06,anomaly
tcp,ftp,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,http,SF,229,306,0,1,0,0,1,0,1,0,normal
tcp,http,SF,343,5121,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.11,0.06,0.05,0.06,anomaly
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.73,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.5,0.33,anomaly
tcp,uucp_path,S0,0,0,0,0,1,1,0.06,0.07,0.05,0.07,anomaly
udp,domain_u,SF,44,67,0,0,0,0,1,0,1,0,normal
tcp,ftp_data,SF,7045,0,0,1,0,0,0.67,0.67,0.33,0.07,anomaly
tcp,time,S0,0,0,0,0,1,1,0.08,0.05,0.06,0.05,anomaly
tcp,smtp,SF,1101,331,0,1,0,0,1,0,0.57,0.04,normal
tcp,http,SF,289,174,0,1,0,0,1,0,1,0,normal
tcp,klogin,S0,0,0,0,0,1,1,0.09,0.05,0.02,0.06,anomaly
tcp,http,SF,249,1092,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.5,anomaly
tcp,http,SF,329,2189,0,1,0,0,1,0,1,0,normal
tcp,http,SF,280,5592,0,1,0,0,1,0,1,0,normal
tcp,courier,S0,0,0,0,0,1,1,0.08,0.07,0.04,0.07,anomaly
tcp,http,SF,181,14276,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,132,0,0,0,0,0.99,0.01,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,43,43,0,0,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.07,0.06,0.02,0.09,anomaly
tcp,http,SF,231,417,0,1,0,0,1,0,1,0,normal
udp,private,SF,105,0,0,0,0,0,1,0,0.91,0.02,normal
tcp,private,REJ,0,0,0,0,0.01,0,0.01,1,0,0.51,anomaly
tcp,smtp,SF,1143,329,0,1,0,0,1,0,0.6,0.03,normal
tcp,private,REJ,0,0,0,0,0.06,0,0,1,0,0.86,anomaly
tcp,http,SF,233,2239,0,1,0.17,0.17,1,0,0.97,0.01,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.04,0.04,0.05,anomaly
tcp,http,SF,328,1912,0,1,0,0,1,0,1,0,normal
tcp,ctf,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.07,anomaly
tcp,ftp,SF,1250,2451,0,1,0,0,1,0,0.53,0.02,anomaly
udp,domain_u,SF,45,136,0,0,0,0,1,0,1,0.01,normal
tcp,csnet_ns,S0,0,0,0,0,1,1,0.07,0.06,0.05,0.08,anomaly
